course_code,institution_name,course_name,degree_type,placed,last_grade,region,type,lat,lon
8086,Universidade dos Açores - Faculdade de Ciências Agrárias e do Ambiente,Medicina Veterinária (Preparatórios),PM,22.0,157.5,Other,Public,,
9022,Universidade dos Açores - Faculdade de Ciências Agrárias e do Ambiente,Ciências Agrárias,L1,4.0,,Other,Public,,
L344,Universidade dos Açores - Faculdade de Ciências Agrárias e do Ambiente,Guias de Natureza e Património,L1,6.0,119.5,Other,Public,,
9135,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Estudos Europeus,L1,6.0,129.0,Other,Public,,
9181,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,História,L1,25.0,140.3,Other,Public,,
9219,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Psicologia,L1,40.0,151.5,Other,Public,,
9238,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Serviço Social,L1,22.0,112.5,Other,Public,,
9240,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Sociologia,L1,4.0,113.3,Other,Public,,
9652,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Comunicação e Relações Públicas,L1,20.0,119.0,Other,Public,,
9853,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Educação Básica,L1,27.0,141.5,Other,Public,,
L041,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,Estudos Portugueses e Ingleses,L1,23.0,111.3,Other,Public,,
8083,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Ciclo Básico de Medicina,PM,50.0,176.2,Other,Public,,
8524,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Proteção Civil e Gestão de Riscos,L1,2.0,,Other,Public,,
8571,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),PL,7.0,172.8,Other,Public,,
9011,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Biologia,L1,12.0,129.5,Other,Public,,
9185,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Informática,L1,4.0,144.8,Other,Public,,
A017,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Ciências do Oceano (ensino em inglês),L1,2.0,138.0,Other,Public,,
9081,Universidade dos Açores - Faculdade de Economia e Gestão,Economia,L1,4.0,145.8,Other,Public,,
9147,Universidade dos Açores - Faculdade de Economia e Gestão,Gestão,L1,46.0,112.3,Other,Public,,
9254,Universidade dos Açores - Faculdade de Economia e Gestão,Turismo,L1,15.0,120.3,Other,Public,,
8509,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Património Cultural e Arqueologia,L1,24.0,114.3,Faro,Public,37.0194,-7.9322
9204,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,"Línguas, Literaturas e Culturas",L1,28.0,118.8,Faro,Public,37.0194,-7.9322
9219,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Psicologia,L1,65.0,156.0,Faro,Public,37.0194,-7.9322
9817,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Artes Visuais,L1,27.0,125.8,Faro,Public,37.0194,-7.9322
9821,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Ciências da Educação e da Formação,L1,23.0,108.0,Faro,Public,37.0194,-7.9322
L252,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Línguas e Comunicação Intercultural,L1,32.0,115.0,Faro,Public,37.0194,-7.9322
8258,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Arquitetura Paisagista,L1,21.0,113.5,Faro,Public,37.0194,-7.9322
9003,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Agronomia,L1,0.0,,Faro,Public,37.0194,-7.9322
9011,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia,L1,25.0,123.3,Faro,Public,37.0194,-7.9322
9013,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia Marinha,L1,49.0,116.8,Faro,Public,37.0194,-7.9322
9015,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioquímica,L1,12.0,122.8,Faro,Public,37.0194,-7.9322
9016,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biotecnologia,L1,11.0,122.0,Faro,Public,37.0194,-7.9322
9119,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,49.0,119.3,Faro,Public,37.0194,-7.9322
9210,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,12.0,130.8,Faro,Public,37.0194,-7.9322
9494,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Ciências Farmacêuticas,MI,50.0,138.8,Faro,Public,37.0194,-7.9322
9540,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioengenharia,L1,4.0,120.5,Faro,Public,37.0194,-7.9322
L123,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Gestão Marinha e Costeira,L1,11.0,116.5,Faro,Public,37.0194,-7.9322
9081,Universidade do Algarve - Faculdade de Economia,Economia,L1,24.0,117.8,Faro,Public,37.0194,-7.9322
9152,Universidade do Algarve - Faculdade de Economia,Gestão de Empresas,L1,70.0,127.0,Faro,Public,37.0194,-7.9322
9240,Universidade do Algarve - Faculdade de Economia,Sociologia,L1,30.0,117.5,Faro,Public,37.0194,-7.9322
9351,Universidade do Algarve - Faculdade de Medicina e Ciências Biomédicas,Ciências Biomédicas,L1,53.0,143.0,Faro,Public,37.0194,-7.9322
9002,Universidade de Aveiro,Administração Pública,L1,55.0,140.8,Aveiro,Public,40.6306,-8.659
9011,Universidade de Aveiro,Biologia,L1,56.0,114.0,Aveiro,Public,40.6306,-8.659
9012,Universidade de Aveiro,Biologia e Geologia,L1,16.0,129.8,Aveiro,Public,40.6306,-8.659
9015,Universidade de Aveiro,Bioquímica,L1,39.0,120.3,Aveiro,Public,40.6306,-8.659
9016,Universidade de Aveiro,Biotecnologia,L1,46.0,120.5,Aveiro,Public,40.6306,-8.659
9041,Universidade de Aveiro,Ciências do Mar,L1,3.0,131.3,Aveiro,Public,40.6306,-8.659
9069,Universidade de Aveiro,Design,L1,52.0,153.5,Aveiro,Public,40.6306,-8.659
9081,Universidade de Aveiro,Economia,L1,47.0,158.5,Aveiro,Public,40.6306,-8.659
9089,Universidade de Aveiro,Engenharia Civil,L1,25.0,144.0,Aveiro,Public,40.6306,-8.659
9096,Universidade de Aveiro,Engenharia de Materiais,L1,18.0,125.8,Aveiro,Public,40.6306,-8.659
9099,Universidade de Aveiro,Engenharia do Ambiente,L1,7.0,119.5,Aveiro,Public,40.6306,-8.659
9104,Universidade de Aveiro,Engenharia e Gestão Industrial,L1,74.0,159.0,Aveiro,Public,40.6306,-8.659
9113,Universidade de Aveiro,Engenharia Física,L1,36.0,120.8,Aveiro,Public,40.6306,-8.659
9119,Universidade de Aveiro,Engenharia Informática,L1,78.0,158.5,Aveiro,Public,40.6306,-8.659
9123,Universidade de Aveiro,Engenharia Mecânica,L1,101.0,155.5,Aveiro,Public,40.6306,-8.659
9125,Universidade de Aveiro,Engenharia Química,L1,33.0,125.8,Aveiro,Public,40.6306,-8.659
9141,Universidade de Aveiro,Física,L1,7.0,147.5,Aveiro,Public,40.6306,-8.659
9146,Universidade de Aveiro,Geologia,L1,1.0,138.8,Aveiro,Public,40.6306,-8.659
9147,Universidade de Aveiro,Gestão,L1,39.0,165.3,Aveiro,Public,40.6306,-8.659
9194,Universidade de Aveiro,Línguas e Estudos Editoriais,L1,24.0,138.0,Aveiro,Public,40.6306,-8.659
9196,Universidade de Aveiro,Línguas e Relações Empresariais,L1,70.0,156.3,Aveiro,Public,40.6306,-8.659
9204,Universidade de Aveiro,"Línguas, Literaturas e Culturas",L1,28.0,152.3,Aveiro,Public,40.6306,-8.659
9209,Universidade de Aveiro,Matemática,L1,37.0,142.0,Aveiro,Public,40.6306,-8.659
9219,Universidade de Aveiro,Psicologia,L1,33.0,167.0,Aveiro,Public,40.6306,-8.659
9223,Universidade de Aveiro,Química,L1,3.0,140.0,Aveiro,Public,40.6306,-8.659
9252,Universidade de Aveiro,Tradução,L1,35.0,145.0,Aveiro,Public,40.6306,-8.659
9351,Universidade de Aveiro,Ciências Biomédicas,L1,77.0,166.3,Aveiro,Public,40.6306,-8.659
9455,Universidade de Aveiro,Engenharia Biomédica,L1,37.0,160.3,Aveiro,Public,40.6306,-8.659
9813,Universidade de Aveiro,Medicina,MI,40.0,182.8,Aveiro,Public,40.6306,-8.659
9853,Universidade de Aveiro,Educação Básica,L1,53.0,149.3,Aveiro,Public,40.6306,-8.659
L187,Universidade de Aveiro,Gestão e Planeamento em Turismo,L1,26.0,134.3,Aveiro,Public,40.6306,-8.659
L202,Universidade de Aveiro,Engenharia de Automação Industrial,L1,22.0,121.8,Aveiro,Public,40.6306,-8.659
L209,Universidade de Aveiro,Engenharia Eletrotécnica e de Computadores,L1,56.0,129.5,Aveiro,Public,40.6306,-8.659
L217,Universidade de Aveiro,Engenharia de Computadores e Informática,L1,54.0,120.0,Aveiro,Public,40.6306,-8.659
L221,Universidade de Aveiro,Engenharia Aeroespacial,L1,50.0,183.8,Aveiro,Public,40.6306,-8.659
L223,Universidade de Aveiro,Engenharia Computacional,L1,18.0,120.0,Aveiro,Public,40.6306,-8.659
L254,Universidade de Aveiro,Multimédia e Tecnologias da Comunicação,L1,65.0,121.3,Aveiro,Public,40.6306,-8.659
L298,Universidade de Aveiro,"Meteorologia, Oceanografia e Clima",L1,1.0,,Aveiro,Public,40.6306,-8.659
8184,Universidade da Beira Interior,Optometria e Ciências da Visão,L1,24.0,120.3,Covilhã,Public,40.2773,-7.506
9015,Universidade da Beira Interior,Bioquímica,L1,34.0,108.5,Covilhã,Public,40.2773,-7.506
9016,Universidade da Beira Interior,Biotecnologia,L1,29.0,120.0,Covilhã,Public,40.2773,-7.506
9020,Universidade da Beira Interior,Ciência Política e Relações Internacionais,L1,31.0,156.8,Covilhã,Public,40.2773,-7.506
9023,Universidade da Beira Interior,Ciências da Comunicação,L1,68.0,129.9,Covilhã,Public,40.2773,-7.506
9025,Universidade da Beira Interior,Ciências da Cultura,L1,9.0,118.8,Covilhã,Public,40.2773,-7.506
9048,Universidade da Beira Interior,Cinema,L1,50.0,126.5,Covilhã,Public,40.2773,-7.506
9071,Universidade da Beira Interior,Design de Moda,L1,60.0,147.3,Covilhã,Public,40.2773,-7.506
9074,Universidade da Beira Interior,Design Industrial,L1,49.0,123.5,Covilhã,Public,40.2773,-7.506
9075,Universidade da Beira Interior,Design Multimédia,L1,49.0,135.5,Covilhã,Public,40.2773,-7.506
9081,Universidade da Beira Interior,Economia,L1,31.0,123.8,Covilhã,Public,40.2773,-7.506
9089,Universidade da Beira Interior,Engenharia Civil,L1,5.0,124.3,Covilhã,Public,40.2773,-7.506
9104,Universidade da Beira Interior,Engenharia e Gestão Industrial,L1,5.0,125.0,Covilhã,Public,40.2773,-7.506
9105,Universidade da Beira Interior,Engenharia Eletromecânica,L1,11.0,129.3,Covilhã,Public,40.2773,-7.506
9112,Universidade da Beira Interior,Engenharia Eletrotécnica e de Computadores,L1,3.0,128.8,Covilhã,Public,40.2773,-7.506
9119,Universidade da Beira Interior,Engenharia Informática,L1,40.0,117.8,Covilhã,Public,40.2773,-7.506
9139,Universidade da Beira Interior,Filosofia,L1,11.0,125.6,Covilhã,Public,40.2773,-7.506
9147,Universidade da Beira Interior,Gestão,L1,81.0,145.1,Covilhã,Public,40.2773,-7.506
9205,Universidade da Beira Interior,Marketing,L1,39.0,130.0,Covilhã,Public,40.2773,-7.506
9219,Universidade da Beira Interior,Psicologia,L1,55.0,158.8,Covilhã,Public,40.2773,-7.506
9225,Universidade da Beira Interior,Química Industrial,L1,12.0,128.5,Covilhã,Public,40.2773,-7.506
9240,Universidade da Beira Interior,Sociologia,L1,47.0,123.3,Covilhã,Public,40.2773,-7.506
9257,Universidade da Beira Interior,Arquitetura,MI,64.0,149.8,Covilhã,Public,40.2773,-7.506
9351,Universidade da Beira Interior,Ciências Biomédicas,L1,44.0,122.3,Covilhã,Public,40.2773,-7.506
9494,Universidade da Beira Interior,Ciências Farmacêuticas,MI,47.0,121.5,Covilhã,Public,40.2773,-7.506
9707,Universidade da Beira Interior,Ciências do Desporto,L1,32.0,118.8,Covilhã,Public,40.2773,-7.506
9740,Universidade da Beira Interior,Engenharia Aeronáutica,L1,60.0,146.3,Covilhã,Public,40.2773,-7.506
9813,Universidade da Beira Interior,Medicina,MI,150.0,177.2,Covilhã,Public,40.2773,-7.506
9835,Universidade da Beira Interior,Matemática e Aplicações,L1,3.0,132.3,Covilhã,Public,40.2773,-7.506
9918,Universidade da Beira Interior,Estudos Portugueses e Espanhóis,L1,22.0,122.5,Covilhã,Public,40.2773,-7.506
L205,Universidade da Beira Interior,Física e Aplicações,L1,1.0,160.0,Covilhã,Public,40.2773,-7.506
L227,Universidade da Beira Interior,Inteligência Artificial e Ciência de Dados,L1,11.0,119.3,Covilhã,Public,40.2773,-7.506
L258,Universidade da Beira Interior,Tecnologia e Produto de Moda Sustentável,L1,6.0,120.3,Covilhã,Public,40.2773,-7.506
L295,Universidade da Beira Interior,Engenharia Mecânica Computacional,L1,1.0,,Covilhã,Public,40.2773,-7.506
L303,Universidade da Beira Interior,"Informática Web, Móvel e na Nuvem",L1,2.0,130.8,Covilhã,Public,40.2773,-7.506
L331,Universidade da Beira Interior,Computação Criativa e Realidade Virtual,L1,20.0,141.0,Covilhã,Public,40.2773,-7.506
8408,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química Medicinal,L1,4.0,127.3,Coimbra,Public,40.207,-8.424
9011,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Biologia,L1,64.0,119.0,Coimbra,Public,40.207,-8.424
9015,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Bioquímica,L1,64.0,116.0,Coimbra,Public,40.207,-8.424
9089,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Civil,L1,39.0,132.0,Coimbra,Public,40.207,-8.424
9099,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,L1,4.0,130.8,Coimbra,Public,40.207,-8.424
9104,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,57.0,153.3,Coimbra,Public,40.207,-8.424
9113,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Física,L1,33.0,128.8,Coimbra,Public,40.207,-8.424
9119,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,156.0,145.3,Coimbra,Public,40.207,-8.424
9123,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,L1,109.0,135.0,Coimbra,Public,40.207,-8.424
9125,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Química,L1,27.0,126.8,Coimbra,Public,40.207,-8.424
9141,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Física,L1,14.0,137.5,Coimbra,Public,40.207,-8.424
9146,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Geologia,L1,4.0,117.8,Coimbra,Public,40.207,-8.424
9209,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Matemática,L1,40.0,137.2,Coimbra,Public,40.207,-8.424
9223,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química,L1,4.0,123.8,Coimbra,Public,40.207,-8.424
9257,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Arquitetura,MI,61.0,165.8,Coimbra,Public,40.207,-8.424
9448,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Antropologia,L1,47.0,122.8,Coimbra,Public,40.207,-8.424
9455,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,L1,64.0,155.0,Coimbra,Public,40.207,-8.424
9891,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Design e Multimédia,L1,77.0,147.8,Coimbra,Public,40.207,-8.424
L209,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,74.0,112.8,Coimbra,Public,40.207,-8.424
L227,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Inteligência Artificial e Ciência de Dados,L1,40.0,145.5,Coimbra,Public,40.207,-8.424
L285,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Gestão de Cidades Sustentáveis e Inteligentes,L1,9.0,111.5,Coimbra,Public,40.207,-8.424
9002,Universidade de Coimbra - Faculdade de Direito,Administração Pública,L1,41.0,146.3,Coimbra,Public,40.207,-8.424
9078,Universidade de Coimbra - Faculdade de Direito,Direito,L1,340.0,165.0,Coimbra,Public,40.207,-8.424
9081,Universidade de Coimbra - Faculdade de Economia,Economia,L1,151.0,152.3,Coimbra,Public,40.207,-8.424
9147,Universidade de Coimbra - Faculdade de Economia,Gestão,L1,90.0,161.5,Coimbra,Public,40.207,-8.424
9229,Universidade de Coimbra - Faculdade de Economia,Relações Internacionais,L1,53.0,167.5,Coimbra,Public,40.207,-8.424
9240,Universidade de Coimbra - Faculdade de Economia,Sociologia,L1,40.0,146.0,Coimbra,Public,40.207,-8.424
9494,Universidade de Coimbra - Faculdade de Farmácia,Ciências Farmacêuticas,MI,212.0,138.5,Coimbra,Public,40.207,-8.424
9819,Universidade de Coimbra - Faculdade de Farmácia,Ciências Bioanalíticas,L1,20.0,126.3,Coimbra,Public,40.207,-8.424
9832,Universidade de Coimbra - Faculdade de Farmácia,Farmácia Biomédica,L1,26.0,122.0,Coimbra,Public,40.207,-8.424
8393,Universidade de Coimbra - Faculdade de Letras,Português,L1,36.0,145.8,Coimbra,Public,40.207,-8.424
9006,Universidade de Coimbra - Faculdade de Letras,Arqueologia,L1,26.0,137.5,Coimbra,Public,40.207,-8.424
9132,Universidade de Coimbra - Faculdade de Letras,Estudos Artísticos,L1,38.0,120.0,Coimbra,Public,40.207,-8.424
9133,Universidade de Coimbra - Faculdade de Letras,Estudos Clássicos,L1,21.0,128.3,Coimbra,Public,40.207,-8.424
9135,Universidade de Coimbra - Faculdade de Letras,Estudos Europeus,L1,35.0,154.8,Coimbra,Public,40.207,-8.424
9139,Universidade de Coimbra - Faculdade de Letras,Filosofia,L1,27.0,140.0,Coimbra,Public,40.207,-8.424
9143,Universidade de Coimbra - Faculdade de Letras,Geografia,L1,69.0,139.3,Coimbra,Public,40.207,-8.424
9181,Universidade de Coimbra - Faculdade de Letras,História,L1,63.0,156.8,Coimbra,Public,40.207,-8.424
9182,Universidade de Coimbra - Faculdade de Letras,História da Arte,L1,24.0,139.8,Coimbra,Public,40.207,-8.424
9694,Universidade de Coimbra - Faculdade de Letras,Ciência da Informação,L1,29.0,133.5,Coimbra,Public,40.207,-8.424
9773,Universidade de Coimbra - Faculdade de Letras,Jornalismo e Comunicação,L1,52.0,157.0,Coimbra,Public,40.207,-8.424
9779,Universidade de Coimbra - Faculdade de Letras,Línguas Modernas,L1,84.0,137.0,Coimbra,Public,40.207,-8.424
L109,Universidade de Coimbra - Faculdade de Letras,"Turismo, Território e Patrimónios",L1,33.0,122.5,Coimbra,Public,40.207,-8.424
9548,Universidade de Coimbra - Faculdade de Medicina,Medicina Dentária,MI,60.0,177.8,Coimbra,Public,40.207,-8.424
9813,Universidade de Coimbra - Faculdade de Medicina,Medicina,MI,287.0,179.0,Coimbra,Public,40.207,-8.424
9026,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,73.0,141.0,Coimbra,Public,40.207,-8.424
9219,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Psicologia,L1,131.0,167.3,Coimbra,Public,40.207,-8.424
9238,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Serviço Social,L1,32.0,144.3,Coimbra,Public,40.207,-8.424
9707,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,Ciências do Desporto,L1,95.0,108.3,Porto,Public,40.207,-8.424
9013,Universidade de Coimbra - Faculdade de Ciências e Tecnologia (Campus Figueira da Foz),Biologia Marinha,L1,10.0,112.3,Coimbra,Public,40.207,-8.424
8262,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia Humana,L1,29.0,119.5,Évora,Public,38.5729,-7.9081
9003,Universidade de Évora - Escola de Ciências e Tecnologia,Agronomia,L1,31.0,108.8,Évora,Public,38.5729,-7.9081
9011,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia,L1,36.0,129.3,Évora,Public,38.5729,-7.9081
9012,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia e Geologia,L1,9.0,117.0,Évora,Public,38.5729,-7.9081
9015,Universidade de Évora - Escola de Ciências e Tecnologia,Bioquímica,L1,29.0,121.5,Évora,Public,38.5729,-7.9081
9016,Universidade de Évora - Escola de Ciências e Tecnologia,Biotecnologia,L1,26.0,117.5,Évora,Public,38.5729,-7.9081
9119,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Informática,L1,31.0,122.3,Évora,Public,38.5729,-7.9081
9143,Universidade de Évora - Escola de Ciências e Tecnologia,Geografia,L1,30.0,128.5,Évora,Public,38.5729,-7.9081
9209,Universidade de Évora - Escola de Ciências e Tecnologia,Matemática,L1,5.0,130.8,Évora,Public,38.5729,-7.9081
9210,Universidade de Évora - Escola de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,19.0,117.5,Évora,Public,38.5729,-7.9081
9751,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Mecatrónica,L1,9.0,127.3,Évora,Public,38.5729,-7.9081
9752,Universidade de Évora - Escola de Ciências e Tecnologia,Enologia,L1,9.0,114.0,Évora,Public,38.5729,-7.9081
9818,Universidade de Évora - Escola de Ciências e Tecnologia,Ciência e Tecnologia Animal,L1,34.0,123.3,Évora,Public,38.5729,-7.9081
9847,Universidade de Évora - Escola de Ciências e Tecnologia,Medicina Veterinária,MI,58.0,161.3,Évora,Public,38.5729,-7.9081
9910,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia de Energias Renováveis,L1,3.0,121.8,Évora,Public,38.5729,-7.9081
L090,Universidade de Évora - Escola de Ciências e Tecnologia,Ecologia e Ambiente,L1,4.0,130.8,Évora,Public,38.5729,-7.9081
L221,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Aeroespacial,L1,20.0,171.0,Évora,Public,38.5729,-7.9081
L227,Universidade de Évora - Escola de Ciências e Tecnologia,Inteligência Artificial e Ciência de Dados,L1,8.0,113.3,Évora,Public,38.5729,-7.9081
9069,Universidade de Évora - Escola de Artes,Design,L1,38.0,148.0,Évora,Public,38.5729,-7.9081
9243,Universidade de Évora - Escola de Artes,Teatro,L1,22.0,127.8,Évora,Public,38.5729,-7.9081
9257,Universidade de Évora - Escola de Artes,Arquitetura,MI,36.0,158.3,Évora,Public,38.5729,-7.9081
9347,Universidade de Évora - Escola de Artes,Artes Plásticas e Multimédia,L1,34.0,142.3,Évora,Public,38.5729,-7.9081
8251,Universidade de Évora - Escola de Ciências Sociais,História e Arqueologia,L1,40.0,135.5,Évora,Public,38.5729,-7.9081
9026,Universidade de Évora - Escola de Ciências Sociais,Ciências da Educação,L1,27.0,109.0,Évora,Public,38.5729,-7.9081
9081,Universidade de Évora - Escola de Ciências Sociais,Economia,L1,30.0,119.3,Évora,Public,38.5729,-7.9081
9147,Universidade de Évora - Escola de Ciências Sociais,Gestão,L1,70.0,150.3,Évora,Public,38.5729,-7.9081
9219,Universidade de Évora - Escola de Ciências Sociais,Psicologia,L1,55.0,161.5,Évora,Public,38.5729,-7.9081
9229,Universidade de Évora - Escola de Ciências Sociais,Relações Internacionais,L1,68.0,149.5,Évora,Public,38.5729,-7.9081
9240,Universidade de Évora - Escola de Ciências Sociais,Sociologia,L1,42.0,125.8,Évora,Public,38.5729,-7.9081
9254,Universidade de Évora - Escola de Ciências Sociais,Turismo,L1,45.0,119.8,Évora,Public,38.5729,-7.9081
9787,Universidade de Évora - Escola de Ciências Sociais,Património Cultural,L1,14.0,107.0,Évora,Public,38.5729,-7.9081
9853,Universidade de Évora - Escola de Ciências Sociais,Educação Básica,L1,30.0,142.0,Évora,Public,38.5729,-7.9081
L047,Universidade de Évora - Escola de Ciências Sociais,Línguas e Literaturas,L1,49.0,111.8,Évora,Public,38.5729,-7.9081
L365,Universidade de Évora - Escola de Ciências Sociais,Filosofia e Cultura Contemporânea,L1,6.0,117.3,Évora,Public,38.5729,-7.9081
9494,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,Ciências Farmacêuticas,MI,20.0,153.0,Évora,Public,38.5729,-7.9081
9707,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,Ciências do Desporto,L1,45.0,106.0,Évora,Public,38.5729,-7.9081
9841,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,Reabilitação Psicomotora,L1,24.0,127.8,Évora,Public,38.5729,-7.9081
L256,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,Ciências Biomédicas e da Saúde,L1,32.0,138.5,Évora,Public,38.5729,-7.9081
9554,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Ciências da Nutrição,L1,20.0,162.0,Lisbon,Public,38.7376,-9.1545
9813,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Medicina,MI,231.0,180.3,Lisbon,Public,38.7376,-9.1545
8109,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia (regime pós-laboral),L1,18.0,116.0,Lisbon,Public,38.7376,-9.1545
9006,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Arqueologia,L1,27.0,133.5,Lisbon,Public,38.7376,-9.1545
9020,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciência Política e Relações Internacionais,L1,99.0,170.5,Lisbon,Public,38.7376,-9.1545
9023,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Comunicação,L1,96.0,163.5,Lisbon,Public,38.7376,-9.1545
9040,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Linguagem,L1,20.0,129.5,Lisbon,Public,38.7376,-9.1545
9046,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências Musicais,L1,24.0,120.0,Lisbon,Public,38.7376,-9.1545
9139,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Filosofia,L1,25.0,152.5,Lisbon,Public,38.7376,-9.1545
9145,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Geografia e Planeamento Regional,L1,57.0,138.0,Lisbon,Public,38.7376,-9.1545
9181,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História,L1,45.0,161.3,Lisbon,Public,38.7376,-9.1545
9182,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História da Arte,L1,40.0,141.0,Lisbon,Public,38.7376,-9.1545
9204,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,"Línguas, Literaturas e Culturas",L1,75.0,141.0,Lisbon,Public,38.7376,-9.1545
9240,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia,L1,57.0,137.3,Lisbon,Public,38.7376,-9.1545
9252,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Tradução,L1,60.0,134.0,Lisbon,Public,38.7376,-9.1545
9448,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Antropologia,L1,43.0,113.5,Lisbon,Public,38.7376,-9.1545
9917,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Estudos Portugueses,L1,13.0,120.5,Lisbon,Public,38.7376,-9.1545
8036,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Conservação - Restauro,L1,24.0,148.5,Lisbon,Public,38.7376,-9.1545
