course_code,institution_name,course_name,degree_type,placed,last_grade,region,type,lat,lon
9054,Instituto Politécnico de Setúbal - Escola Superior de Educação,Comunicação Social,L1,33.0,146.0,Setúbal,Polytechnic,38.5244,-8.8882
9563,Instituto Politécnico de Setúbal - Escola Superior de Educação,Desporto,L1,28.0,119.0,Setúbal,Polytechnic,38.5244,-8.8882
9633,Instituto Politécnico de Setúbal - Escola Superior de Educação,Tradução e Interpretação de Língua Gestual Portuguesa,L1,6.0,115.3,Setúbal,Polytechnic,38.5244,-8.8882
9853,Instituto Politécnico de Setúbal - Escola Superior de Educação,Educação Básica,L1,57.0,142.5,Setúbal,Polytechnic,38.5244,-8.8882
8515,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias de Energia,L1,29.0,113.8,Setúbal,Polytechnic,38.5244,-8.8882
9092,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,"Engenharia de Automação, Controlo e Instrumentação",L1,0.0,,Setúbal,Polytechnic,38.5244,-8.8882
9112,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Eletrotécnica e de Computadores,L1,7.0,128.3,Setúbal,Polytechnic,38.5244,-8.8882
9119,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Informática,L1,66.0,118.0,Setúbal,Polytechnic,38.5244,-8.8882
9123,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Mecânica,L1,9.0,132.0,Setúbal,Polytechnic,38.5244,-8.8882
9862,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia e Gestão Industrial (regime noturno),L1,3.0,142.0,Setúbal,Polytechnic,38.5244,-8.8882
L069,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia Biomédica,L1,45.0,117.8,Setúbal,Polytechnic,38.5244,-8.8882
L124,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias do Ambiente e do Mar,L1,21.0,112.0,Setúbal,Polytechnic,38.5244,-8.8882
8111,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos (regime pós-laboral),L1,26.0,122.5,Setúbal,Polytechnic,38.5244,-8.8882
9157,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,L1,53.0,131.5,Setúbal,Polytechnic,38.5244,-8.8882
9205,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Marketing,L1,55.0,143.5,Setúbal,Polytechnic,38.5244,-8.8882
9627,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças,L1,57.0,125.5,Setúbal,Polytechnic,38.5244,-8.8882
9628,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças (regime noturno),L1,6.0,113.0,Setúbal,Polytechnic,38.5244,-8.8882
9629,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,L1,46.0,111.0,Setúbal,Polytechnic,38.5244,-8.8882
9630,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Sistemas de Informação,L1,10.0,122.8,Setúbal,Polytechnic,38.5244,-8.8882
9993,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística (regime pós-laboral),L1,8.0,112.0,Setúbal,Polytechnic,38.5244,-8.8882
9016,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Biotecnologia,L1,7.0,116.3,Setúbal,Polytechnic,38.5244,-8.8882
9089,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil,L1,3.0,120.5,Setúbal,Polytechnic,38.5244,-8.8882
9090,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil (regime noturno),L1,0.0,,Setúbal,Polytechnic,38.5244,-8.8882
9687,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Bioinformática,L1,4.0,127.3,Setúbal,Polytechnic,38.5244,-8.8882
L100,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Tecnologias do Petróleo,L1,1.0,146.8,Setúbal,Polytechnic,38.5244,-8.8882
9500,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Enfermagem,L1,46.0,149.3,Setúbal,Polytechnic,38.5244,-8.8882
9504,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Fisioterapia,L1,44.0,153.3,Setúbal,Polytechnic,38.5244,-8.8882
9890,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Terapia da Fala,L1,26.0,141.5,Setúbal,Polytechnic,38.5244,-8.8882
9003,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Agronomia,L1,2.0,,Other,Polytechnic,41.6938,-8.8341
9016,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Biotecnologia,L1,6.0,134.5,Other,Polytechnic,41.6938,-8.8341
9085,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Enfermagem Veterinária,L1,21.0,126.8,Other,Polytechnic,41.6938,-8.8341
L164,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Engenharia do Ambiente e Geoinformática,L1,0.0,,Other,Polytechnic,41.6938,-8.8341
9833,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Gerontologia,L1,10.0,118.8,Other,Polytechnic,41.6938,-8.8341
9853,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Básica,L1,71.0,141.5,Other,Polytechnic,41.6938,-8.8341
L122,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Artes Plásticas e Tecnologias Artísticas,L1,30.0,138.0,Other,Polytechnic,41.6938,-8.8341
L284,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Artes e Cinema Digital,L1,20.0,138.3,Other,Polytechnic,41.6938,-8.8341
8407,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia da Computação Gráfica e Multimédia,L1,7.0,136.3,Other,Polytechnic,41.6938,-8.8341
9119,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,60.0,117.3,Other,Polytechnic,41.6938,-8.8341
9123,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,21.0,116.8,Other,Polytechnic,41.6938,-8.8341
9147,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão,L1,48.0,144.8,Other,Polytechnic,41.6938,-8.8341
9148,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão (regime noturno),L1,11.0,144.8,Other,Polytechnic,41.6938,-8.8341
9254,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo,L1,28.0,122.8,Other,Polytechnic,41.6938,-8.8341
9723,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design de Ambientes,L1,28.0,148.5,Other,Polytechnic,41.6938,-8.8341
9727,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design do Produto,L1,35.0,129.5,Other,Polytechnic,41.6938,-8.8341
9743,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Civil e do Ambiente,L1,7.0,123.0,Other,Polytechnic,41.6938,-8.8341
9751,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecatrónica,L1,1.0,,Other,Polytechnic,41.6938,-8.8341
L153,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia de Redes e Sistemas de Computadores,L1,1.0,,Other,Polytechnic,41.6938,-8.8341
L261,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gastronomia e Artes Culinárias,L1,3.0,138.0,Other,Polytechnic,41.6938,-8.8341
L362,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Tecnologia Alimentar e Nutrição,L1,8.0,135.0,Other,Polytechnic,41.6938,-8.8341
8464,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Gestão da Distribuição e Logística,L1,4.0,126.8,Other,Polytechnic,41.6938,-8.8341
8516,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Organização e Gestão Empresariais,L1,14.0,124.8,Other,Polytechnic,41.6938,-8.8341
9498,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Contabilidade e Fiscalidade,L1,4.0,,Other,Polytechnic,41.6938,-8.8341
L366,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Marketing e Comunicação Empresariais,L1,27.0,115.0,Other,Polytechnic,41.6938,-8.8341
9731,Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer,Desporto e Lazer,L1,30.0,122.0,Porto,Polytechnic,41.6938,-8.8341
L375,Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer,Animação Desportiva e Turismo Ativo,L1,1.0,141.0,Porto,Polytechnic,41.6938,-8.8341
9054,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Comunicação Social,L1,37.0,113.0,Other,Polytechnic,,
9084,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Social,L1,24.0,117.8,Other,Polytechnic,,
9347,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes Plásticas e Multimédia,L1,45.0,131.8,Other,Polytechnic,,
9681,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes Performativas,L1,10.0,120.8,Other,Polytechnic,,
9850,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Desporto e Atividade Física,L1,37.0,113.8,Other,Polytechnic,,
9853,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Básica,L1,65.0,140.5,Other,Polytechnic,,
9930,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Publicidade e Relações Públicas,L1,31.0,114.5,Other,Polytechnic,,
8296,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão Industrial,L1,35.0,120.3,Other,Polytechnic,,
8517,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologia e Design de Mobiliário,L1,6.0,130.5,Other,Polytechnic,,
9056,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Contabilidade,L1,40.0,114.8,Other,Polytechnic,,
9089,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Civil,L1,3.0,113.8,Other,Polytechnic,,
9109,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Eletrotécnica,L1,7.0,137.3,Other,Polytechnic,,
9119,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Informática,L1,39.0,123.3,Other,Polytechnic,,
9123,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Mecânica,L1,8.0,121.8,Other,Polytechnic,,
9152,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas,L1,70.0,132.0,Other,Polytechnic,,
9205,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Marketing,L1,46.0,131.8,Other,Polytechnic,,
9254,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Turismo,L1,13.0,116.5,Other,Polytechnic,,
9491,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologias e Design de Multimédia,L1,27.0,115.3,Other,Polytechnic,,
9709,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Ciências e Tecnologia do Ambiente,L1,3.0,138.3,Other,Polytechnic,,
9994,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas (regime pós-laboral),L1,8.0,110.0,Other,Polytechnic,,
9016,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Biotecnologia,L1,12.0,123.0,Other,Polytechnic,,
9085,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Enfermagem Veterinária,L1,45.0,131.0,Other,Polytechnic,,
9086,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Agronómica,L1,3.0,161.0,Other,Polytechnic,,
9087,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Alimentar,L1,0.0,,Other,Polytechnic,,
9129,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Zootécnica,L1,2.0,136.5,Other,Polytechnic,,
9122,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Engenharia Informática e Telecomunicações,L1,0.0,,Other,Polytechnic,,
9168,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão e Informática,L1,5.0,125.3,Other,Polytechnic,,
9179,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,"Gestão Turística, Cultural e Patrimonial",L1,1.0,138.8,Other,Polytechnic,,
9238,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social,L1,11.0,122.0,Other,Polytechnic,,
L021,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão Comercial,L1,6.0,117.3,Other,Polytechnic,,
L116,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Secretariado de Administração,L1,4.0,118.5,Other,Polytechnic,,
9056,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Contabilidade,L1,8.0,109.5,Other,Polytechnic,,
9152,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Empresas,L1,6.0,119.3,Other,Polytechnic,,
9640,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Recursos Humanos e Comportamento Organizacional,L1,14.0,112.5,Other,Polytechnic,,
L207,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Turismo e Gestão do Património Cultural,L1,5.0,107.5,Other,Polytechnic,,
9089,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Civil,L1,0.0,,Other,Polytechnic,,
9112,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Eletrotécnica e de Computadores,L1,3.0,,Other,Polytechnic,,
9119,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Informática,L1,8.0,129.5,Other,Polytechnic,,
9380,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Conservação e Restauro,L1,33.0,127.0,Other,Polytechnic,,
9644,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Design e Tecnologia das Artes Gráficas,L1,44.0,106.0,Other,Polytechnic,,
9645,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Fotografia,L1,19.0,116.8,Other,Polytechnic,,
L142,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Tecnologia Química,L1,2.0,130.8,Other,Polytechnic,,
L186,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Gestão da Edificação e Obras,L1,1.0,119.5,Other,Polytechnic,,
9123,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Engenharia Mecânica,L1,2.0,135.0,Other,Polytechnic,,
L143,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Informática e Tecnologias Multimédia,L1,1.0,,Other,Polytechnic,,
L211,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Computação e Logística,L1,0.0,,Other,Polytechnic,,
L297,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Comunicação Social: Jornalismo e Comunicação Empresarial,L1,8.0,115.5,Other,Polytechnic,,
L371,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Cinema e Média Digitais,L1,5.0,123.5,Other,Polytechnic,,
9069,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Design,L1,44.0,143.7,Porto,Polytechnic,41.1784,-8.6068
9213,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Multimédia,L1,25.0,174.0,Porto,Polytechnic,41.1784,-8.6068
9645,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Fotografia,L1,20.0,152.0,Porto,Polytechnic,41.1784,-8.6068
9713,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Cinema e Audiovisual,L1,28.0,147.4,Porto,Polytechnic,41.1784,-8.6068
L071,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Tecnologias e Sistemas de Informação para a Web,L1,17.0,124.8,Porto,Polytechnic,41.1784,-8.6068
8399,Universidade do Porto - Faculdade de Belas-Artes,Desenho,L1,25.0,172.6,Porto,Public,41.1523,-8.636
9007,Universidade do Porto - Faculdade de Belas-Artes,Artes Plásticas,L1,64.0,170.5,Porto,Public,41.1523,-8.636
9070,Universidade do Porto - Faculdade de Belas-Artes,Design de Comunicação,L1,57.0,176.0,Porto,Public,41.1523,-8.636
8014,ISCTE - Instituto Universitário de Lisboa,Serviço Social (regime pós-laboral),L1,14.0,146.5,Lisbon,Public,38.7482,-9.1484
8029,ISCTE - Instituto Universitário de Lisboa,Finanças e Contabilidade,L1,72.0,157.3,Lisbon,Public,38.7482,-9.1484
8109,ISCTE - Instituto Universitário de Lisboa,Sociologia (regime pós-laboral),L1,34.0,133.0,Lisbon,Public,38.7482,-9.1484
8366,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas (regime pós-laboral),L1,35.0,147.0,Lisbon,Public,38.7482,-9.1484
9019,ISCTE - Instituto Universitário de Lisboa,Ciência Política,L1,41.0,160.5,Lisbon,Public,38.7482,-9.1484
9081,ISCTE - Instituto Universitário de Lisboa,Economia,L1,72.0,162.0,Lisbon,Public,38.7482,-9.1484
9098,ISCTE - Instituto Universitário de Lisboa,Engenharia de Telecomunicações e Informática,L1,60.0,131.5,Lisbon,Public,38.7482,-9.1484
9119,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática,L1,90.0,150.8,Lisbon,Public,38.7482,-9.1484
9147,ISCTE - Instituto Universitário de Lisboa,Gestão,L1,176.0,164.5,Lisbon,Public,38.7482,-9.1484
9156,ISCTE - Instituto Universitário de Lisboa,Gestão de Marketing,L1,40.0,160.5,Lisbon,Public,38.7482,-9.1484
9157,ISCTE - Instituto Universitário de Lisboa,Gestão de Recursos Humanos,L1,41.0,165.5,Lisbon,Public,38.7482,-9.1484
9189,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas,L1,60.0,155.8,Lisbon,Public,38.7482,-9.1484
9219,ISCTE - Instituto Universitário de Lisboa,Psicologia,L1,110.0,166.5,Lisbon,Public,38.7482,-9.1484
9238,ISCTE - Instituto Universitário de Lisboa,Serviço Social,L1,25.0,158.5,Lisbon,Public,38.7482,-9.1484
9240,ISCTE - Instituto Universitário de Lisboa,Sociologia,L1,63.0,147.8,Lisbon,Public,38.7482,-9.1484
9257,ISCTE - Instituto Universitário de Lisboa,Arquitetura,MI,51.0,161.0,Lisbon,Public,38.7482,-9.1484
9448,ISCTE - Instituto Universitário de Lisboa,Antropologia,L1,27.0,137.5,Lisbon,Public,38.7482,-9.1484
9885,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática (regime pós-laboral),L1,35.0,136.0,Lisbon,Public,38.7482,-9.1484
9927,ISCTE - Instituto Universitário de Lisboa,História Moderna e Contemporânea,L1,33.0,146.3,Lisbon,Public,38.7482,-9.1484
L030,ISCTE - Instituto Universitário de Lisboa,Gestão Industrial e Logística,L1,40.0,157.0,Lisbon,Public,38.7482,-9.1484
L188,ISCTE - Instituto Universitário de Lisboa,Ciência de Dados,L1,60.0,157.8,Lisbon,Public,38.7482,-9.1484
L189,ISCTE - Instituto Universitário de Lisboa,Ciência de Dados (regime pós-laboral),L1,30.0,143.8,Lisbon,Public,38.7482,-9.1484
L273,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Automação,L1,8.0,122.5,Lisbon,Public,38.7482,-9.1484
L274,ISCTE - Instituto Universitário de Lisboa (Sintra),"Política, Economia e Sociedade",L1,34.0,153.0,Lisbon,Public,38.7482,-9.1484
L277,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Inteligência Artificial,L1,35.0,145.3,Lisbon,Public,38.7482,-9.1484
L278,ISCTE - Instituto Universitário de Lisboa (Sintra),Desenvolvimento de Software e Aplicações,L1,35.0,114.5,Lisbon,Public,38.7482,-9.1484
L280,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Gestão,L1,33.0,161.5,Lisbon,Public,38.7482,-9.1484
L281,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais Educativas,L1,35.0,133.3,Lisbon,Public,38.7482,-9.1484
L282,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Saúde,L1,35.0,146.0,Lisbon,Public,38.7482,-9.1484
L311,ISCTE - Instituto Universitário de Lisboa (Sintra),"Tecnologias Digitais, Edifícios e Construção Sustentável",L1,29.0,115.8,Lisbon,Public,38.7482,-9.1484
L321,ISCTE - Instituto Universitário de Lisboa (Sintra),Matemática Aplicada e Tecnologias Digitais,L1,34.0,125.5,Lisbon,Public,38.7482,-9.1484
L329,ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Segurança de Informação,L1,35.0,129.3,Lisbon,Public,38.7482,-9.1484
9500,Escola Superior de Enfermagem de Lisboa,Enfermagem,L1,278.0,151.0,Lisbon,Public,,
8138,Instituto Politécnico de Beja - Escola Superior de Saúde,Terapia Ocupacional,L1,15.0,113.8,Other,Polytechnic,,
9500,Instituto Politécnico de Beja - Escola Superior de Saúde,Enfermagem,L1,37.0,126.3,Other,Polytechnic,,
9500,Universidade do Minho - Escola Superior de Enfermagem,Enfermagem,L1,80.0,158.5,Braga,Public,41.5607,-8.397
8149,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Dietética e Nutrição,L1,13.0,111.8,Braga,Polytechnic,41.8057,-6.7571
9500,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem,L1,50.0,138.0,Braga,Polytechnic,41.8057,-6.7571
9501,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem (entrada no 2.º semestre),L1,11.0,113.3,Braga,Polytechnic,41.8057,-6.7571
9549,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Farmácia,L1,17.0,119.5,Braga,Polytechnic,41.8057,-6.7571
9833,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Gerontologia,L1,0.0,,Braga,Polytechnic,41.8057,-6.7571
L068,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Ciências Biomédicas Laboratoriais,L1,32.0,114.5,Braga,Polytechnic,41.8057,-6.7571
9504,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança (Chaves),Fisioterapia,L1,24.0,158.3,Braga,Polytechnic,41.8057,-6.7571
9500,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Enfermagem,L1,54.0,137.3,Other,Polytechnic,,
9504,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisioterapia,L1,35.0,148.8,Other,Polytechnic,,
L066,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Imagem Médica e Radioterapia,L1,24.0,137.5,Other,Polytechnic,,
L067,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisiologia Clínica,L1,26.0,133.0,Other,Polytechnic,,
L068,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Ciências Biomédicas Laboratoriais,L1,32.0,124.5,Other,Polytechnic,,
9500,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,Enfermagem,L1,65.0,140.8,Évora,Public,38.5729,-7.9081
8149,Universidade do Algarve - Escola Superior de Saúde,Dietética e Nutrição,L1,28.0,128.3,Faro,Public,37.0194,-7.9322
9500,Universidade do Algarve - Escola Superior de Saúde,Enfermagem,L1,40.0,143.8,Faro,Public,37.0194,-7.9322
9504,Universidade do Algarve - Escola Superior de Saúde,Fisioterapia,L1,26.0,153.0,Faro,Public,37.0194,-7.9322
9549,Universidade do Algarve - Escola Superior de Saúde,Farmácia,L1,23.0,112.3,Faro,Public,37.0194,-7.9322
9890,Universidade do Algarve - Escola Superior de Saúde,Terapia da Fala,L1,21.0,123.3,Faro,Public,37.0194,-7.9322
L066,Universidade do Algarve - Escola Superior de Saúde,Imagem Médica e Radioterapia,L1,30.0,135.3,Faro,Public,37.0194,-7.9322
L068,Universidade do Algarve - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,L1,27.0,138.5,Faro,Public,37.0194,-7.9322
9500,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Enfermagem,L1,90.0,127.5,Other,Polytechnic,,
9549,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Farmácia,L1,10.0,112.3,Other,Polytechnic,,
L068,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Ciências Biomédicas Laboratoriais,L1,10.0,118.3,Other,Polytechnic,,
L101,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Biotecnologia Medicinal,L1,3.0,120.3,Other,Polytechnic,,
8138,Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia Ocupacional,L1,35.0,135.3,Leiria,Polytechnic,39.7436,-8.807
8149,Instituto Politécnico de Leiria - Escola Superior de Saúde,Dietética e Nutrição,L1,8.0,114.0,Leiria,Polytechnic,39.7436,-8.807
9500,Instituto Politécnico de Leiria - Escola Superior de Saúde,Enfermagem,L1,85.0,139.0,Leiria,Polytechnic,39.7436,-8.807
9504,Instituto Politécnico de Leiria - Escola Superior de Saúde,Fisioterapia,L1,34.0,143.8,Leiria,Polytechnic,39.7436,-8.807
9890,Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia da Fala,L1,26.0,140.3,Leiria,Polytechnic,39.7436,-8.807
9500,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Enfermagem,L1,65.0,127.3,Other,Polytechnic,,
9504,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Fisioterapia,L1,25.0,145.0,Other,Polytechnic,,
9556,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Higiene Oral,L1,20.0,123.0,Other,Polytechnic,,
9500,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,Enfermagem,L1,25.0,119.8,Other,Polytechnic,,
9500,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,Enfermagem,L1,70.0,148.8,Other,Polytechnic,41.6938,-8.8341
9500,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,Enfermagem,L1,95.0,148.5,Other,Public,,
9500,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,Enfermagem,L1,90.0,141.8,Other,Polytechnic,,
9500,Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,Enfermagem,L1,39.0,113.3,Other,Public,,
9500,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,Enfermagem,L1,40.0,132.8,Other,Public,,
9121,Escola Superior Náutica Infante D. Henrique,Engenharia Informática e de Computadores,L1,5.0,120.8,Other,Public,,
9745,Escola Superior Náutica Infante D. Henrique,Engenharia de Máquinas Marítimas,L1,19.0,114.3,Other,Public,,
9789,Escola Superior Náutica Infante D. Henrique,Pilotagem,L1,31.0,125.3,Other,Public,,
